2026-03-08 07:56:04,318 | Main | INFO | Initializing the multi treading process
2026-03-08 07:56:17,342 | Producer | INFO | {'Time': 48183, 'Amount': 783.6272755172705, 'V1': 2.140632784070255, 'V2': -0.20268381769154195, 'V3': 1.1609171834661098, 'V4': -2.2090645309886474, 'V5': -0.9008244944470198, 'V6': -0.5733724217562431, 'V7': -0.5379950963228921, 'V8': -0.22016370907860552, 'V9': -3.34676495763426, 'V10': 0.8325026505462968, 'V11': -0.4660253349995408, 'V12': -0.3621955655702411, 'V13': 0.4110073328024848, 'V14': -0.8391984253564309, 'V15': -0.8963869531270056, 'V16': 0.9187125431275694, 'V17': 1.6781703512146477, 'V18': -0.025506394532871256, 'V19': 0.24658440183611258, 'V20': 0.18459697909612616, 'V21': 0.004146411585626817, 'V22': 1.4206208740196815, 'V23': -1.47932040926002, 'V24': -0.20056355204741216, 'V25': -0.05132051276332344, 'V26': 0.06076239622646652, 'V27': -1.3147350249124357, 'V28': 0.6180180713756999}
2026-03-08 07:56:17,342 | Producer | INFO | Transaction sent
2026-03-08 07:56:19,343 | Producer | INFO | Generating the transaction
2026-03-08 07:56:19,344 | Producer | INFO | Transaction has been generated
2026-03-08 07:56:19,344 | Producer | INFO | {'Time': 73806, 'Amount': 812.9753668094633, 'V1': -1.5556015495737285, 'V2': -1.09551645641255, 'V3': 0.1821944865457743, 'V4': -0.22054027178330865, 'V5': -1.9270079757023637, 'V6': -1.679889211684632, 'V7': 0.07757505097687713, 'V8': -1.4835897415497719, 'V9': -0.6779735832168058, 'V10': 0.18846814212587357, 'V11': -0.41955800319278896, 'V12': -0.07772705263372391, 'V13': 2.1450780234922737, 'V14': 0.4373342355714517, 'V15': 0.11623894468111258, 'V16': -1.3688218352296846, 'V17': -0.734643710335799, 'V18': -0.07593662713376921, 'V19': 0.7925250956523567, 'V20': 1.2060688694817192, 'V21': -1.2857389136952886, 'V22': -0.7695933415530203, 'V23': 1.391687289981001, 'V24': -0.272239942517807, 'V25': -1.7484481017559297, 'V26': 0.711160308083068, 'V27': 2.318315160831264, 'V28': 1.7601897557589115}
2026-03-08 07:56:19,345 | Producer | INFO | Transaction sent
2026-03-08 07:56:21,345 | Producer | INFO | Generating the transaction
2026-03-08 07:56:21,346 | Producer | INFO | Transaction has been generated
2026-03-08 07:56:21,346 | Producer | INFO | {'Time': 47688, 'Amount': 277.7710670539036, 'V1': -0.3749778630909719, 'V2': 0.851552697735742, 'V3': 0.0913275951937066, 'V4': -0.5163216809021995, 'V5': -0.26298922846203054, 'V6': -0.24200373107326545, 'V7': -1.2424215988849208, 'V8': -1.7976487198962687, 'V9': -0.9853756827272055, 'V10': -4, 'V11': -0.7797174152110494, 'V12': -3, 'V13': -0.4364760713672605, 'V14': -5, 'V15': 0.46185883403503475, 'V16': -0.122575925574575, 'V17': 0.1440971713696498, 'V18': 0.4279518783469149, 'V19': 0.21492975945746562, 'V20': -0.566556743613499, 'V21': -0.3372292929242304, 'V22': 0.8075326018588471, 'V23': 1.5347076847966508, 'V24': 0.3446658886212962, 'V25': -0.6414872410188367, 'V26': 2.2381770610075336, 'V27': 0.16330282714415198, 'V28': 0.48674649430897676}
2026-03-08 07:56:21,346 | Producer | INFO | Transaction sent
2026-03-08 07:56:23,347 | Producer | INFO | Generating the transaction
2026-03-08 07:56:23,347 | Producer | INFO | Transaction has been generated
2026-03-08 07:56:23,348 | Producer | INFO | {'Time': 34962, 'Amount': 977.3893324353586, 'V1': 0.45164863502632063, 'V2': 1.4525277269303707, 'V3': -0.4794993857602236, 'V4': 0.4895861513518631, 'V5': -0.02326631767059406, 'V6': 0.8373517499421662, 'V7': -0.1320704521205849, 'V8': -0.20332346823506592, 'V9': -0.8118665832845529, 'V10': -0.149932584492967, 'V11': -1.4558742961872058, 'V12': -1.8147074240237229, 'V13': 2.3701246994206366, 'V14': -0.4708396973269843, 'V15': 0.2502765801378336, 'V16': -0.6084820042221589, 'V17': 0.8325297340411961, 'V18': -0.7503592240721508, 'V19': -0.6797725972277998, 'V20': -1.296631835958921, 'V21': -1.528315913963783, 'V22': 0.33676130045995484, 'V23': 1.066761656590088, 'V24': -0.1991250070897524, 'V25': 1.3275585075429508, 'V26': 0.7253377822701721, 'V27': -0.5411196763103283, 'V28': -0.028041752200586717}
2026-03-08 07:56:23,348 | Producer | INFO | Transaction sent
2026-03-08 07:56:25,349 | Producer | INFO | Generating the transaction
2026-03-08 07:56:25,350 | Producer | INFO | Transaction has been generated
2026-03-08 07:56:25,350 | Producer | INFO | {'Time': 170872, 'Amount': 572.934563111164, 'V1': -0.48074613069685057, 'V2': -0.03575677300854428, 'V3': -0.4466485549959948, 'V4': -0.5885764059147642, 'V5': 0.49959278162938053, 'V6': 0.2291457297159574, 'V7': 0.45263158866318687, 'V8': -0.21238847697584315, 'V9': -2.125583516998277, 'V10': -1.017337140282196, 'V11': -1.2785989954939319, 'V12': -2.953630823195953, 'V13': 0.4718826884484161, 'V14': -0.050980553613535894, 'V15': 2.1132925592386886, 'V16': 0.067784715978699, 'V17': -0.9876054295960172, 'V18': -0.1502672665232681, 'V19': 1.219729642662617, 'V20': -1.3439088637952183, 'V21': -1.0053811415482852, 'V22': 0.4367378924889218, 'V23': 0.5181360754472849, 'V24': 1.2062724436297345, 'V25': -0.22757190404683109, 'V26': 0.46623391966758654, 'V27': -0.7339885907444248, 'V28': -1.0830713782244348}
2026-03-08 07:56:25,350 | Producer | INFO | Transaction sent
2026-03-08 07:56:27,351 | Producer | INFO | Generating the transaction
2026-03-08 07:56:27,351 | Producer | INFO | Transaction has been generated
2026-03-08 07:56:27,351 | Producer | INFO | {'Time': 21005, 'Amount': 739.070319147022, 'V1': 0.9462520091534177, 'V2': -0.5702292059627578, 'V3': -1.5850210582492787, 'V4': -0.8958885185767363, 'V5': 0.974833248704921, 'V6': 0.4423085804383237, 'V7': -0.30677823882671057, 'V8': -0.13697540944216868, 'V9': -0.07141434180028865, 'V10': 1.093148829411107, 'V11': 0.39651742149108987, 'V12': -0.22523364393853856, 'V13': -1.4224546200871833, 'V14': -0.35810965789356813, 'V15': -0.744118498578865, 'V16': -0.7299309032670801, 'V17': 1.8135590791968315, 'V18': 0.42181286790755956, 'V19': 0.7141355354139028, 'V20': -1.2864645956393876, 'V21': 0.6312033982113536, 'V22': 1.0310572641594724, 'V23': 1.0140818942880554, 'V24': 1.7009937047947765, 'V25': -0.99701472432855, 'V26': 0.4621200751716255, 'V27': 1.490517274081987, 'V28': 0.5320515560317546}
2026-03-08 07:56:27,352 | Producer | INFO | Transaction sent
2026-03-08 07:56:29,352 | Producer | INFO | Generating the transaction
2026-03-08 07:56:29,353 | Producer | INFO | Transaction has been generated
2026-03-08 07:56:29,353 | Producer | INFO | {'Time': 149883, 'Amount': 441.2624424997727, 'V1': 2.000234496329479, 'V2': -0.0635840427040201, 'V3': -1.0867861222189248, 'V4': 1.52857079383387, 'V5': -0.0017333620852662914, 'V6': -1.5687698495420712, 'V7': 0.2792037654392442, 'V8': 1.5592371812206736, 'V9': -0.9933124692540767, 'V10': -0.7924469267026579, 'V11': -0.7109769364061227, 'V12': -0.737428631242071, 'V13': 1.3889342088197265, 'V14': 0.38060129658753933, 'V15': 0.11077681190840213, 'V16': 1.032284360180461, 'V17': 0.7272604385915924, 'V18': -0.6851963316955464, 'V19': -0.9976669899514561, 'V20': -0.11347029583116815, 'V21': -1.2417055613319437, 'V22': 0.1925574268554799, 'V23': -0.3439449460814888, 'V24': -1.5670103969373717, 'V25': -0.37812650489081606, 'V26': -0.13659238662731182, 'V27': 0.2982484383200494, 'V28': 1.359391161205927}
2026-03-08 07:56:29,354 | Producer | INFO | Transaction sent
2026-03-08 07:56:31,356 | Producer | INFO | Generating the transaction
2026-03-08 07:56:31,356 | Producer | INFO | Transaction has been generated
2026-03-08 07:56:31,357 | Producer | INFO | {'Time': 141226, 'Amount': 39.80798675147186, 'V1': -1.9801703794593812, 'V2': -0.6651626644832758, 'V3': 0.7630307385443764, 'V4': 0.07488514826794922, 'V5': -0.9154913024306028, 'V6': -0.3176019902642983, 'V7': -0.8153885666478565, 'V8': 1.373153949612491, 'V9': 1.0066727522025598, 'V10': 0.8275410376823011, 'V11': 0.900298772779027, 'V12': 0.08054975535684643, 'V13': -0.3796596513868843, 'V14': 1.0817852205784293, 'V15': -1.7428210751587918, 'V16': 0.7261868876015671, 'V17': 0.903786802317596, 'V18': 0.9576102641538428, 'V19': -0.4575350618454244, 'V20': -0.8435733571963373, 'V21': -0.14399877295126193, 'V22': 0.6313592651663406, 'V23': 0.3063341810666613, 'V24': -0.6903770228957148, 'V25': -0.3366071971655746, 'V26': 0.3415724543679154, 'V27': -1.1406384730636097, 'V28': -0.016710939195007223}
2026-03-08 07:56:31,357 | Producer | INFO | Transaction sent
2026-03-08 07:56:33,359 | Producer | INFO | Generating the transaction
2026-03-08 07:56:33,359 | Producer | INFO | Transaction has been generated
2026-03-08 07:56:33,360 | Producer | INFO | {'Time': 82228, 'Amount': 263.84361167891996, 'V1': 1.476764039422181, 'V2': 0.6488969912348989, 'V3': 0.28992465307784354, 'V4': -0.024180444162481277, 'V5': 1.1656328079013891, 'V6': 2.050693342125475, 'V7': -0.3743738694780947, 'V8': 0.30825069943411443, 'V9': 1.4138428032992596, 'V10': -0.09017099295621325, 'V11': -0.1451094752249361, 'V12': 1.8734223909710388, 'V13': -0.470972683756789, 'V14': 0.2114821818476218, 'V15': -2.896444345654224, 'V16': -0.6264943559238797, 'V17': -0.45781362104372214, 'V18': -2.5923826527302434, 'V19': 0.3819185454513619, 'V20': 0.012447407921887471, 'V21': 0.9325104995861861, 'V22': 1.5475319440129118, 'V23': -1.0590559161512418, 'V24': -1.3353528731631303, 'V25': 1.2856565115953646, 'V26': -1.5351098554306777, 'V27': 0.7268012976975574, 'V28': -0.2601284860725879}
2026-03-08 07:56:33,361 | Producer | INFO | Transaction sent
2026-03-08 07:56:35,362 | Producer | INFO | Generating the transaction
2026-03-08 07:56:35,362 | Producer | INFO | Transaction has been generated
2026-03-08 07:56:35,363 | Producer | INFO | {'Time': 169807, 'Amount': 612.3832217192684, 'V1': 0.8602892770135062, 'V2': -0.6339143868470252, 'V3': 1.598647254974675, 'V4': -0.4514219599043022, 'V5': 0.2293435596738212, 'V6': 0.7871229830272183, 'V7': 0.8475829422669348, 'V8': 0.15988982815393632, 'V9': -1.106877573155311, 'V10': -0.13247690059992545, 'V11': -0.6265967347037822, 'V12': -1.616581249042151, 'V13': -0.013530310520866635, 'V14': -0.2866950919359834, 'V15': -0.5457139178779851, 'V16': -0.806736973985349, 'V17': 1.0094593166276449, 'V18': -1.688718630964787, 'V19': -0.3969992360965594, 'V20': 0.31192193522693296, 'V21': 0.8903005065997371, 'V22': -1.4855823653770026, 'V23': -1.4965127611964673, 'V24': -0.4688834178698871, 'V25': 0.43240556615976333, 'V26': -0.7733182331573175, 'V27': -1.3818380419031135, 'V28': 0.23605779989713194}
2026-03-08 07:56:35,364 | Producer | INFO | Transaction sent
2026-03-08 07:56:39,976 | Main | INFO | Initializing the multi treading process
2026-03-08 07:56:39,976 | Main | INFO | Initialization completed
2026-03-08 07:56:39,976 | Main | INFO | Starting the producer and consumer thread
2026-03-08 07:56:40,586 | Producer | INFO | Loading the config
2026-03-08 07:56:40,586 | Consumer | INFO | Loading the config
2026-03-08 07:56:40,587 | Producer | INFO | Config Loaded
2026-03-08 07:56:40,587 | Producer | INFO | Loading the topic, host and port name
2026-03-08 07:56:40,587 | Producer | INFO | Loading completed
2026-03-08 07:56:40,587 | Consumer | INFO | Config loaded successfully
2026-03-08 07:56:40,587 | Producer | INFO | Creating the kafka producer
2026-03-08 07:56:40,587 | Consumer | INFO | Loading the url, topic name, host, port, output file and path
2026-03-08 07:56:40,587 | Consumer | INFO | successfull in loading the artifacts for the run
2026-03-08 07:56:40,596 | Producer | INFO | Generating the transaction
2026-03-08 07:56:40,596 | Producer | INFO | Transaction has been generated
2026-03-08 07:56:40,596 | Producer | INFO | {'Time': 118567, 'Amount': 854.3058859745033, 'V1': 0.17831866047286632, 'V2': 0.5355935987481303, 'V3': 2.366070364931058, 'V4': 0.297121293595634, 'V5': 0.6986861943617345, 'V6': -3.3262390659126136e-05, 'V7': -1.925774462936217, 'V8': 0.39278238244738856, 'V9': 0.4263778015281202, 'V10': -1.1735316185550806, 'V11': 0.4719818873066226, 'V12': -0.7618823758006084, 'V13': 0.14977217897949016, 'V14': 0.18112807933038713, 'V15': 0.46541573092386934, 'V16': 1.1704142301052742, 'V17': 0.290771203847287, 'V18': 1.1318675268134193, 'V19': 1.0977254327389412, 'V20': 1.3076052365581177, 'V21': -0.7581458398579198, 'V22': 0.3128520037987933, 'V23': 0.596449918114821, 'V24': 0.603239380855605, 'V25': -0.6133227616132465, 'V26': 1.1039060870058834, 'V27': 0.2521342145158503, 'V28': -0.9661047670184953}
2026-03-08 07:56:40,709 | Producer | INFO | Transaction sent
2026-03-08 07:56:40,712 | Consumer | INFO | Recieved the message
2026-03-08 07:56:40,713 | Consumer | INFO | Sending the transaction to the backend
2026-03-08 07:56:40,725 | Consumer | INFO | recieved the response
2026-03-08 07:56:40,725 | Consumer | INFO | {'Time': 118567, 'Amount': 854.3058859745033, 'V1': 0.17831866047286632, 'V2': 0.5355935987481303, 'V3': 2.366070364931058, 'V4': 0.297121293595634, 'V5': 0.6986861943617345, 'V6': -3.3262390659126136e-05, 'V7': -1.925774462936217, 'V8': 0.39278238244738856, 'V9': 0.4263778015281202, 'V10': -1.1735316185550806, 'V11': 0.4719818873066226, 'V12': -0.7618823758006084, 'V13': 0.14977217897949016, 'V14': 0.18112807933038713, 'V15': 0.46541573092386934, 'V16': 1.1704142301052742, 'V17': 0.290771203847287, 'V18': 1.1318675268134193, 'V19': 1.0977254327389412, 'V20': 1.3076052365581177, 'V21': -0.7581458398579198, 'V22': 0.3128520037987933, 'V23': 0.596449918114821, 'V24': 0.603239380855605, 'V25': -0.6133227616132465, 'V26': 1.1039060870058834, 'V27': 0.2521342145158503, 'V28': -0.9661047670184953, 'prediction': {'detail': 'Not Found'}}
2026-03-08 07:56:42,710 | Producer | INFO | Generating the transaction
2026-03-08 07:56:42,711 | Producer | INFO | Transaction has been generated
2026-03-08 07:56:42,711 | Producer | INFO | {'Time': 139961, 'Amount': 661.2726447530845, 'V1': -1.958418692736743, 'V2': 0.9027809832661582, 'V3': -1.984558025428791, 'V4': 0.28422801243072127, 'V5': -0.2442963799965962, 'V6': 0.8480673125867437, 'V7': 1.3471171728215994, 'V8': -0.9887862847910543, 'V9': -1.2334498647073593, 'V10': -2.588610214432345, 'V11': 0.21682272833190075, 'V12': -0.4999120599054466, 'V13': 1.4163613692573147, 'V14': 0.31002944389281517, 'V15': 0.3166338153437986, 'V16': 0.2273358967120512, 'V17': 1.2697317180369605, 'V18': -0.07067298604948309, 'V19': 0.9142312594582682, 'V20': 1.1583720517427916, 'V21': -0.9782484108320098, 'V22': 2.146691331721178, 'V23': -0.4823283118632185, 'V24': 1.3035173471388417, 'V25': 0.310372263584857, 'V26': -1.4798295794642466, 'V27': 1.907261821532006, 'V28': -0.5680806550694594}
2026-03-08 07:56:42,712 | Producer | INFO | Transaction sent
2026-03-08 07:56:42,714 | Consumer | INFO | Recieved the message
2026-03-08 07:56:42,715 | Consumer | INFO | Sending the transaction to the backend
2026-03-08 07:56:42,727 | Consumer | INFO | recieved the response
2026-03-08 07:56:42,727 | Consumer | INFO | {'Time': 139961, 'Amount': 661.2726447530845, 'V1': -1.958418692736743, 'V2': 0.9027809832661582, 'V3': -1.984558025428791, 'V4': 0.28422801243072127, 'V5': -0.2442963799965962, 'V6': 0.8480673125867437, 'V7': 1.3471171728215994, 'V8': -0.9887862847910543, 'V9': -1.2334498647073593, 'V10': -2.588610214432345, 'V11': 0.21682272833190075, 'V12': -0.4999120599054466, 'V13': 1.4163613692573147, 'V14': 0.31002944389281517, 'V15': 0.3166338153437986, 'V16': 0.2273358967120512, 'V17': 1.2697317180369605, 'V18': -0.07067298604948309, 'V19': 0.9142312594582682, 'V20': 1.1583720517427916, 'V21': -0.9782484108320098, 'V22': 2.146691331721178, 'V23': -0.4823283118632185, 'V24': 1.3035173471388417, 'V25': 0.310372263584857, 'V26': -1.4798295794642466, 'V27': 1.907261821532006, 'V28': -0.5680806550694594, 'prediction': {'detail': 'Not Found'}}
2026-03-08 07:56:44,712 | Producer | INFO | Generating the transaction
2026-03-08 07:56:44,713 | Producer | INFO | Transaction has been generated
2026-03-08 07:56:44,714 | Producer | INFO | {'Time': 22668, 'Amount': 429.7880859341594, 'V1': -0.09526314334894631, 'V2': 1.8151562917817552, 'V3': 0.68810560825052, 'V4': 0.10304845976041913, 'V5': -0.0007032754796390619, 'V6': 0.590886682239551, 'V7': 0.34830321198156605, 'V8': 0.8526552854934663, 'V9': -0.05671799898231394, 'V10': 1.2576937974917426, 'V11': 0.8419530205132613, 'V12': 1.6282585616606169, 'V13': 0.49391348748923, 'V14': -0.18901328720828708, 'V15': 0.36504754373678056, 'V16': -0.30604905965169193, 'V17': -0.1739397783199866, 'V18': 0.0017169637930145147, 'V19': -0.03416305515686812, 'V20': -0.706932816218011, 'V21': 1.1352875333381756, 'V22': -0.49120948834649353, 'V23': -1.98935284904682, 'V24': 0.8253473810912662, 'V25': 0.9254860133016487, 'V26': 0.13170000719599645, 'V27': -1.795526378586798, 'V28': 0.9779405758319442}
2026-03-08 07:56:44,715 | Producer | INFO | Transaction sent
2026-03-08 07:56:44,737 | Consumer | INFO | Recieved the message
2026-03-08 07:56:44,737 | Consumer | INFO | Sending the transaction to the backend
2026-03-08 07:56:44,744 | Consumer | INFO | recieved the response
2026-03-08 07:56:44,744 | Consumer | INFO | {'Time': 22668, 'Amount': 429.7880859341594, 'V1': -0.09526314334894631, 'V2': 1.8151562917817552, 'V3': 0.68810560825052, 'V4': 0.10304845976041913, 'V5': -0.0007032754796390619, 'V6': 0.590886682239551, 'V7': 0.34830321198156605, 'V8': 0.8526552854934663, 'V9': -0.05671799898231394, 'V10': 1.2576937974917426, 'V11': 0.8419530205132613, 'V12': 1.6282585616606169, 'V13': 0.49391348748923, 'V14': -0.18901328720828708, 'V15': 0.36504754373678056, 'V16': -0.30604905965169193, 'V17': -0.1739397783199866, 'V18': 0.0017169637930145147, 'V19': -0.03416305515686812, 'V20': -0.706932816218011, 'V21': 1.1352875333381756, 'V22': -0.49120948834649353, 'V23': -1.98935284904682, 'V24': 0.8253473810912662, 'V25': 0.9254860133016487, 'V26': 0.13170000719599645, 'V27': -1.795526378586798, 'V28': 0.9779405758319442, 'prediction': {'detail': 'Not Found'}}
2026-03-08 07:56:46,716 | Producer | INFO | Generating the transaction
2026-03-08 07:56:46,717 | Producer | INFO | Transaction has been generated
